Name,Race,Grade,Rarity,6★ HP,6★ Strength,6★ Magic,6★ Vitality,6★ Agility,6★ Luck,Phys,Fire,Ice,Elec,Force,Light,Dark,Skill 1,Skill 2,Skill 3,Clear Archetype,Red Archetype,Yellow Archetype,Purple Archetype,Teal Archetype,Red Gacha,Yellow Gacha,Purple Gacha,Teal Gacha,AI,PATK,PDEF,MATK,MDEF
Huang Di,Hero,88,5,1023 (107/190),194 (31/190),129 (113/190),139 (107/190),146 (67/190),150 (54/190),-,Resist,Resist,Resist,Resist,-,-,"Hades Blast|冥界破|6 MP|Inflicts Phys (Physical) damage with 120 power on All Enemies.

Lv2: +4% to damage.
Lv3: +7% to damage.
Lv4: +10% to damage.
Lv5: +13% to damage.",Superior Power|帝の権威|Passive|+20% to Phys hit rate and adds Phys Pierce.,Yinlong Killer|応龍撃破|8 MP|Inflicts Phys (Physical) damage with 50% crit rate and 150 power on All Enemies.,Life Aid|勝利の息吹|Passive|Heals 30% HP when clearing a wave.,"Berserker God|怪力乱神|6 MP|Inflicts Phys (Physical) damage with 160 power on a Single Enemy.

Lv2: +5% to damage.
Lv3: +8% to damage.
Lv4: +11% to damage.
Lv5: +14% to damage.
Lv6: +17% to damage.",Salvation|メシアライザー|10 MP|Heals All Party Members with 95 power. Cures all status aliments. (3 uses),Null Charm|魅了無効|Passive|Adds Null Charm.,Repel Light|破魔反射|Passive|Adds Light Repel.,Auto-Taraka|タルカオート|Passive|Casts Tarukaja at the beginning of the 1st turn.,Null Phys|物理無効|Passive|Adds Phys Null.,Serial Killer|虐殺者|Passive|+10% to multiple-target attack skill damage.,Infernal Mask|奈落のマスク|Passive|-60% chance of receiving status ailments.,Attack,737,579,600,547
Huang Long,Dragon,88,5,1173 (36/190),50 (189/190),194 (35/190),171 (36/190),192 (9/190),159 (25/190),-,Resist,Resist,Resist,Resist,Null,-,Agility Amp II|二段の猛速|Passive|+10 to Agility.,"Megidolaon|メギドラオン|8 MP|Inflicts Almighty (Magic) damage with 120 power on All Enemies.

Lv2: +2% to damage.
Lv3: +4% to damage.
Lv4: +6% to damage.
Lv5: +8% to damage.
Lv6: +10% to damage.",Five Elements |五行思想|6 MP|All Party Members repels Magic (including Almighty) damage for 1 turn.,Life Aid|勝利の息吹|Passive|Heals 30% HP when clearing a wave.,"Energy Drain|エナジードレイン       |7 MP|Inflicts Almighty (Magic) damage with 120 power on a Single Enemy, while healing caster 25% of damage dealt and drains 1 MP.

Lv2: 3% chance of 1 MP recovery.
Lv3: 5% chance of 1 MP recovery.
Lv4: 7% chance of 1 MP recovery.
Lv5: 9% chance of 1 MP recovery.
Lv6: 11% chance of 1 MP recovery.","Luster Candy|ラスタキャンディ|8 MP|Increases ATK, DEF, EV/AC of All Party Members by 20% for 3 turns.",Speedster|スピードスター|Passive|+50% to Battle Speed of this demon.,Null Dark|呪殺無効|Passive|Adds Dark Null.,Magic Amp III|三段の賢魔|Passive|+15 to Magic.,Serial Killer|虐殺者|Passive|+10% to multiple-target attack skill damage.,"Hell Gaze|地獄之眼|7 MP|Inflicts Dark (Magic) damage with 180 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.",Enduring Soul|不屈の闘志|Passive|Heals 200 HP upon receiving the first killing blow.,Support,435,543,737,615
Rama,Hero,86,5,1117 (53/190),139 (88/190),193 (36/190),159 (53/190),145 (71/190),139 (101/190),-,Null,Resist,-,-,-,-,"Mabufudyne|マハブフダイン|7 MP|Inflicts Ice (Magic) damage with 120 power on All Enemies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.","Drain Pierce|貫吸の気魄|Passive|While the demon with this skill is alive, Pierce will have no effect on any party member that can drain the attribute they are attacked with.","Brahma Sutra|ブラフマーストラ|7 MP|Inflicts Almighty (Magic) damage 3 times with 40 power on All Enemies.

Lv2: +3% to damage.
Lv3: +6% to damage.
Lv4: +9% to damage.
Lv5: +12% to damage.
Lv6: +12% to damage. 100% chance of 2 MP recovery.","Hades Blast|冥界破|6 MP|Inflicts Phys (Physical) damage with 120 power on All Enemies.

Lv2: +4% to damage.
Lv3: +7% to damage.
Lv4: +10% to damage.
Lv5: +13% to damage.","Energy Drain|エナジードレイン       |7 MP|Inflicts Almighty (Magic) damage with 120 power on a Single Enemy, while healing caster 25% of damage dealt and drains 1 MP.

Lv2: 3% chance of 1 MP recovery.
Lv3: 5% chance of 1 MP recovery.
Lv4: 7% chance of 1 MP recovery.
Lv5: 9% chance of 1 MP recovery.
Lv6: 11% chance of 1 MP recovery.","Luster Candy|ラスタキャンディ|8 MP|Increases ATK, DEF, EV/AC of All Party Members by 20% for 3 turns.",Ice Pierce|氷結貫通       |Passive|Ice attacks bypass resistances,Drain Ice|氷結吸収|Passive|Adds Ice Drain.,Mana Aid|勝利のチャクラ|Passive|Recovers 10 MP when clearing a wave.,Concentrate|コンセントレイト|6 MP|Self enters a state of Concentrate. Increases the next Mag attack damage by 125%.,"Ice Age|アイスエイジ|7 MP|Inflicts Ice (Magic) damage with 180 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.",Null Mute|魔封無効|Passive|Adds Null Mute.,Attack,621,574,735,601
Alilat,Entity,85,5,1220 (21/190),50 (190/190),170 (69/190),181 (21/190),145 (72/190),181 (6/190),Resist,-,-,-,-,Resist,Resist,"Megidola|メギドラ|7 MP|Inflicts Almighty (Magic) damage with 100 power on All Enemies.

Lv2: +2% to damage.
Lv3: +4% to damage.
Lv4: +6% to damage.
Lv5: +8% to damage.
Lv6: +10% to damage.",Infernal Mask|奈落のマスク|Passive|-60% chance of receiving status ailments.,"Repel Pierce|貫反の霊圧|Passive|While the demon with this skill is alive, Pierce will have no effect on any party member that can repel the attribute they are attacked with.","Diarahan|ディアラハン|7 MP|Heals a Single Party Member with 170 power. (9 uses)

Lv2: +3% to Healing amount.
Lv3: +6% to Healing amount.
Lv4: +9% to Healing amount.
Lv5: +12% to Healing amount.
Lv6: +15% to Healing amount.",N/A|,N/A|,N/A|,N/A|,N/A|,N/A|,N/A|,N/A|,Support,435,554,687,614
Lakshmi,Megami,85,5,924 (155/190),88 (154/190),248 (1/190),118 (155/190),145 (73/190),170 (13/190),-,-,-,-,Weak,Resist,Null,"Diarahan|ディアラハン|7 MP|Heals a Single Party Member with 170 power. (9 uses)

Lv2: +3% to Healing amount.
Lv3: +6% to Healing amount.
Lv4: +9% to Healing amount.
Lv5: +12% to Healing amount.
Lv6: +15% to Healing amount.","Twister|ツイスター|5 MP|Inflicts Force (Magic) damage 2 to 4 times with 50 power on Random Enemy/ies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.",Lotus Dance|蓮華の舞|6 MP|60% chance to inflict Charm on All Enemies.,Mana Gain|二分の魔脈|Passive|+2 to max MP.,"Killing Wind|殺風激|7 MP|Inflicts Force (Magic) damage with 180 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.",Makarakarn|マカラカーン|7 MP|All Party Members repels Magic damage for 1 turn.,Insanity|狂い咲き|Passive|+20% chance to inflict status ailments.,Null Force|衝撃無効|Passive|Adds Force Null.,"Ziodyne|ジオダイン|6 MP|Inflicts Elec (Magic) damage with 160 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.",Auto-Rakunda|ラクンダオート|Passive|Casts Rakunda at the beginning of the 1st turn.,Null Weak|虚弱無効|Passive|Adds Null Weak.,"Evil Gaze|イービルアイ|4 MP|Inflicts Dark (Magic) damage 2 to 4 times with 40 power on Random Enemy/ies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.",Support,514,503,850,583
Zaou-Gongen,Fury,85,5,1065 (77/190),193 (33/190),170 (72/190),148 (77/190),123 (119/190),148 (60/190),Null,Repel,-,Weak,-,Resist,Resist,"Maragidyne|マハラギダイン|7 MP|Inflicts Fire (Magic) damage with 120 power on All Enemies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.","God's Hand|ゴッドハンド|8 MP|Inflicts Phys (Physical) damage with 200 power on a Single Enemy.

Lv2: +5% to damage.
Lv3: +8% to damage.
Lv4: +11% to damage.
Lv5: +14% to damage.
Lv6: +17% to damage.",Kongo Zaou|金剛蔵王|Passive|All party members in the state of Might gain Phys Pierce while the demon with this skill is alive.,Enduring Soul|不屈の闘志|Passive|Heals 200 HP upon receiving the first killing blow.,"Herculean Strike|金剛発破|5 MP|Inflicts Phys (Physical) damage with 100 power on All Enemies.

Lv2: +4% to damage.
Lv3: +7% to damage.
Lv4: +10% to damage.
Lv5: +13% to damage.",Rebellion|リベリオン|6 MP|Self enters a state of Might. The next Phys attack will have a Critical effect.,Fire Amp|火炎ハイブースタ|Passive|+25% to Fire damage.,Drain Phys|物理吸収|Passive|Adds Phys Drain.,Strength Amp III|三段の剛力|Passive|+15 to Strength.,Auto-Taraka|タルカオート|Passive|Casts Tarukaja at the beginning of the 1st turn.,"Hellfire|地獄の業火|5 MP|Inflicts Fire (Magic) damage 2 to 4 times with 50 power on Random Enemy/ies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.","Death Counter|デスカウンター|Passive|When receiving a Phys Attack, 50% chance to counter dealing Phys damage with 150 power.",Attack,735,589,687,577
Barong,Avatar,84,5,1018 (109/190),158 (71/190),128 (114/190),138 (109/190),178 (14/190),170 (12/190),Resist,-,-,Null,Weak,Null,Weak,"Mazionga|マハジオンガ|6 MP|Inflicts Elec (Magic) damage with 100 power on All Enemies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.","Bolt Storm|ショックウェーブ|5 MP|Inflicts Elec (Magic) damage 2 to 4 times with 50 power on Random Enemy/ies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.","Barong Dance|バロンダンス|7 MP|Heals All Party Members with 95 power and increases ATK, DEF, EV/AC of All Party Members by 20% for 3 turns. (3 uses)",Endure|食いしばり|Passive|HP stops at 1 HP upon receiving the first killing blow.,"Thunder Reign|真理の雷|7 MP|Inflicts Elec (Magic) damage with 180 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.","Recarmdra|リカームドラ|8 MP|Revive All Party Members with full HP, caster dies. (1 use)",Elec Amp|電撃ハイブースタ|Passive|+25% to Elec damage.,Null Dark|呪殺無効|Passive|Adds Dark Null.,"Bufudyne|ブフダイン|6 MP|Inflicts Ice (Magic) damage with 160 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.","Mahashibaboo|マハシバブー|6 MP|30% chance to inflict Bind on All Enemies.

Lv2: +4% to chance to inflict status ailments.
Lv3: +7% to chance to inflict status ailments.
Lv4: +15% to chance to inflict status ailments.",Vitality Amp III|三段の恵体|Passive|+15 to Vitality.,Resist Force|衝撃耐性|Passive|Adds Force Resist.,Support,661,560,598,545
Samael,Fallen,84,5,1169 (40/190),88 (152/190),202 (19/190),170 (40/190),134 (87/190),158 (28/190),-,-,-,Weak,-,Repel,Repel,Mana Aid|勝利のチャクラ|Passive|Recovers 10 MP when clearing a wave.,Salvation|メシアライザー|10 MP|Heals All Party Members with 95 power. Cures all status aliments. (3 uses),"God's Malice|神の悪意|7 MP|Inflicts Almighty (Magic) damage with 120 power on a single enemy with 30% chance to inflict Poison, Bind, Mute and Charm.

Lv2: +10% chance to inflict status ailments.
Lv3: +20% chance to inflict status ailments.
Lv4: +20% chance to inflict status ailments. MP cost -1.","Death Counter|デスカウンター|Passive|When receiving a Phys Attack, 50% chance to counter dealing Phys damage with 150 power.","Purgatory|煉獄|5 MP|Inflicts Dark (Magic) damage 2 to 4 times with 50 power on Random Enemy/ies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.",Tetrakarn|テトラカーン|7 MP|All Party Members repels Physical damage for 1 turn.,Infinite Chakra|無限のチャクラ|Passive|Increases naturally recovered MP by 1 MP.,Null Fire|火炎無効|Passive|Adds Fire Null.,"Fire Breath|ファイアブレス|4 MP|Inflicts Fire (Magic) damage 2 to 4 times with 40 power on Random Enemy/ies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.","Mudodyne|ムドダイン|6 MP|Inflicts Dark (Magic) damage with 160 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.","Wind Breath|ウィンドブレス|4 MP|Inflicts Force (Magic) damage 2 to 4 times with 40 power on Random Enemy/ies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.",Recovery Boost|回復ブースタ|Passive|+15% to Healing skill effectiveness.,Support,514,561,754,618
Seth,Vile,84,5,971 (134/190),248 (2/190),89 (163/190),128 (134/190),134 (88/190),170 (11/190),-,Weak,-,Null,Null,-,Drain,"Zandyne|ザンダイン|6 MP|Inflicts Force (Magic) damage with 160 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.","Debilitate|ランダマイザ|8 MP|Reduces ATK, DEF, and EV/AC of All Enemies by 20% for 3 turns.","Ouas|ウアス|6 MP|Inflicts Phys (Physical) damage with 50% crit rate and 160 power on a Single Enemy, while healing caster 40% of damage dealt.

Lv2: +10% to Phys hit rate.
Lv3: +20% to Phys hit rate.
Lv4: +20% to Phys hit rate. +15% to damage.","Titanomachia|ティタノマキア|7 MP|Inflicts Phys (Physical) damage with 30% crit rate and 110 power on All Enemies.

Lv2: +4% to Phys attack hit rate.
Lv3: +7% to Phys attack hit rate.
Lv4: +10% to Phys attack hit rate.
Lv5: +13% to Phys attack hit rate.
Lv6: +16% to Phys attack hit rate.",Mind Break|吸血|5 MP|Inflicts Almighty (Magic) damage with 80 power on a Single Enemy and reduces MP by 3 MP.,"Outbreak|アウトブレイク|6 MP|60% chance to inflict Weak 1 to 4 times on Random Enemy/ies.

Lv2: +4% to chance to inflict status ailments.
Lv3: +7% to chance to inflict status ailments.
Lv4: +15% to chance to inflict status ailments.",Force Amp|衝撃ハイブースタ|Passive|+25% to Force damage.,Resist Fire|火炎耐性|Passive|Adds Fire Resist.,"Sweet Bite|甘噛み|5 MP|Inflicts Phys (Physical) damage with 120 power on a Single Enemy with 40% chance to inflicts Charm.

Lv2: +2% chance to inflict status ailments.
Lv3: +4% chance to inflict status ailments.
Lv4: +6% chance to inflict status ailments.
Lv5: +8% chance to inflict status ailments.
Lv6: +10% chance to inflict status ailments.
Lv7: +16% chance to inflict status ailments.",Luck Amp III|三段の強運|Passive|+15 to Luck.,"Vorpal Blade|空間殺法|7 MP|Inflicts Phys (Physical) damage with 140 power on All Enemies.

Lv2: +4% to damage.
Lv3: +7% to damage.
Lv4: +10% to damage.
Lv5: +13% to damage.",Assassin|暗殺者|Passive|+10% to single-target attack skill damage.,Attack,850,594,516,515
Mastema,Herald,83,5,1060 (82/190),97 (145/190),201 (21/190),147 (82/190),133 (91/190),170 (14/190),-,Weak,Null,-,Repel,Repel,-,"Judgement Light|審判の光|4 MP|Inflicts Light (Magic) damage 2 to 4 times with 40 power on Random Enemy/ies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.","Binding Cry|バインドボイス|6 MP|30% chance to inflict Bind 2 to 4 times on Random Enemy/ies.

Lv2: +4% to chance to inflict status ailments.
Lv3: +7% to chance to inflict status ailments.
Lv4: +15% to chance to inflict status ailments.","Trial of Hate|憎悪の試練|7 MP|Inflicts Light (Magic) damage with 130 power on All Enemies and decreases ATK or DEF or EVA/ACC by 20% for 3 turns.

Lv2: +5% to damage.
Lv3: +10% to damage.
Lv4: +15% to damage.
Lv5: +20% to damage.
Lv6: +20% to damage. MP cost -1",Mana Gain|二分の魔脈|Passive|+2 to max MP.,"Ice Age|アイスエイジ|7 MP|Inflicts Ice (Magic) damage with 180 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.","Makajamaon|マカジャマオン|6 MP|50% chance to inflict Mute on a Single Enemy.

Lv2: +3% to chance to inflict status ailments.
Lv3: +6% to chance to inflict status ailments.
Lv4: +9% to chance to inflict status ailments.
Lv5: +12% to chance to inflict status ailments.
Lv6: +20% to chance to inflict status ailments.",Light Amp|破魔ハイブースタ|Passive|+25% to Light damage.,Repel Ice|氷結反射|Passive|Adds Ice Repel.,"Killing Wind|殺風激|7 MP|Inflicts Force (Magic) damage with 180 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.",Madness|乱れ狂い|Passive|+10% chance to inflict status ailments.,"Hamadyne|ハマダイン|6 MP|Inflicts Light (Magic) damage with 160 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.",Resist Elec|電撃耐性|Passive|Adds Elec Resist.,Attack,533,540,752,592
Siegfried,Hero,83,5,1060 (79/190),201 (19/190),117 (125/190),147 (79/190),133 (92/190),147 (65/190),Drain,-,-,-,-,-,-,"Berserker God|怪力乱神|6 MP|Inflicts Phys (Physical) damage with 160 power on a Single Enemy.

Lv2: +5% to damage.
Lv3: +8% to damage.
Lv4: +11% to damage.
Lv5: +14% to damage.
Lv6: +17% to damage.",Rebellion|リベリオン|6 MP|Self enters a state of Might. The next Phys attack will have a Critical effect.,"Arms Mastery|武道の素養|Passive|+15% to Phys damage and Phys hit rate.

Lv2: +2% to Phys damage, +2% to AC.
Lv3: +3% to Phys damage, +3% to AC.
Lv4: +4% to Phys damage, +4% to AC.
Lv5: +5% to Phys damage, +5% to AC.
Lv6: +10% to Phys damage, +10% to AC.",Life Aid|勝利の息吹|Passive|Heals 30% HP when clearing a wave.,"Titanomachia|ティタノマキア|7 MP|Inflicts Phys (Physical) damage with 30% crit rate and 110 power on All Enemies.

Lv2: +4% to Phys attack hit rate.
Lv3: +7% to Phys attack hit rate.
Lv4: +10% to Phys attack hit rate.
Lv5: +13% to Phys attack hit rate.
Lv6: +16% to Phys attack hit rate.",Charge|チャージ|6 MP|Self enters a state of Charge. Increases the next Phys attack damage by 125%.,Enduring Soul|不屈の闘志|Passive|Heals 200 HP upon receiving the first killing blow.,Null Force|衝撃無効|Passive|Adds Force Null.,Great Aim|千発千中|Passive|+20% to Phys hit rate.,Auto-Sukunda|スクンダオート|Passive|Casts Sukunda at the beginning of the 1st turn.,"Myriad Arrows|刹那五月雨撃ち|7 MP|Inflicts Phys (Physical) damage 2 to 5 times with 65 power on Random Enemy/(ies).

Lv2: +3% to damage.
Lv3: +6% to damage.
Lv4: +9% to damage.
Lv5: +12% to damage.",Resist Dark|呪殺耐性|Passive|Adds Dark Resist.,Attack,752,592,575,550
Thor,Kishin,83,5,1169 (37/190),201 (20/190),180 (60/190),170 (37/190),133 (95/190),117 (161/190),Resist,Null,-,Drain,Weak,Resist,-,"Megaton Raid|メガトンレイド|7 MP|Inflicts Phys (Physical) damage with 180 power on a Single Enemy.

Lv2: +5% to damage.
Lv3: +8% to damage.
Lv4: +11% to damage.
Lv5: +14% to damage.
Lv6: +17% to damage.",Charge|チャージ|6 MP|Self enters a state of Charge. Increases the next Phys attack damage by 125%.,"Mjolnir|ミョルニル|7 MP|Inflicts Elec (Magic) damage 4 to 5 times with 60 power on Random Enemy/ies.

Lv2: +5% to damage.
Lv3: +10% to damage.
Lv4: +15% to damage.
Lv5: +20% to damage.
Lv6: +20% to damage. 100% chance of 2 MP recovery.","Maziodyne|マハジオダイン|7 MP|Inflicts Elec (Magic) damage with 120 power on All Enemies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.","Gigantomachia|ギガントマキア|8 MP|Inflicts Phys (Physical) damage with 160 power on All Enemies.

Lv2: +4% to damage.
Lv3: +7% to damage.
Lv4: +10% to damage.
Lv5: +13% to damage.",Rebellion|リベリオン|6 MP|Self enters a state of Might. The next Phys attack will have a Critical effect.,Elec Pierce|電撃貫通|Passive|Elec attacks bypass resistances,Repel Fire|火炎反射|Passive|Adds Fire Repel.,"Mahamadyne|マハンマダイン|7 MP|Inflicts Light (Magic) damage with 120 power on All Enemies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.",Auto-Rakuga|ラクカオート|Passive|Casts Rakukaja at the beginning of the 1st turn.,Elec Boost|電撃ブースタ|Passive|+15% to Elec damage.,Resist Force|衝撃耐性|Passive|Adds Force Resist.,Attack,752,617,708,607
Asherah,Lady,83,5,1479 (2/190),117 (119/190),192 (38/190),236 (2/190),112 (145/190),138 (105/190),-,Null,Weak,-,Null,-,Weak,"Mediarama|メディラマ|8 MP|Heals All Party Members with 95 power. (9 uses)

Lv2: +3% to Healing amount.
Lv3: +6% to Healing amount.
Lv4: +9% to Healing amount.",Mother's Creation|母なる創造|8 MP|Revive a Single Party Member with full HP and endows Lydia. (1 use),"Maragion|マハラギオン|6 MP|Inflicts Fire (Magic) damage with 100 power on All Enemies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.",Sea of Chaos|混沌の海|9 MP|Inflicts Almighty (Magic) damage with 100 power on All Enemies and reduces enemy's DEF 20% for 3 turns.,"Trisagion|トリスアギオン|7 MP|Inflicts Fire (Magic) damage with 180 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.",Silent Prayer|静寂の祈り|7 MP|Cures all status ailments of All Party Members and Enemies.,Recovery Amp|回復ハイブースタ|Passive|+25% to Healing skill effectiveness.,Repel Ice|氷結反射|Passive|Adds Ice Repel.,Vitality Amp III|三段の恵体|Passive|+15 to Vitality.,Null Bind|緊縛無効|Passive|Adds Null Bind.,Luck Amp III|三段の強運|Passive|+15 to Luck.,Resist Dark|呪殺耐性|Passive|Adds Dark Resist.,Heal,575,648,733,685
Ananta,Snake,83,5,1169 (38/190),117 (115/190),170 (71/190),170 (38/190),154 (50/190),138 (104/190),-,-,Null,Null,Weak,Null,-,"Diarahan|ディアラハン|7 MP|Heals a Single Party Member with 170 power. (9 uses)

Lv2: +3% to Healing amount.
Lv3: +6% to Healing amount.
Lv4: +9% to Healing amount.
Lv5: +12% to Healing amount.
Lv6: +15% to Healing amount.",Auto-Sukuka|スクカオート|Passive|Casts Sukukaja at the beginning of the 1st turn.,Auto-Rakuga|ラクカオート|Passive|Casts Rakukaja at the beginning of the 1st turn.,"Holy Wrath|天罰|5 MP|Inflicts Light (Magic) damage 2 to 4 times with 50 power on Random Enemy/ies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.","Mabufudyne|マハブフダイン|7 MP|Inflicts Ice (Magic) damage with 120 power on All Enemies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.","Mahapoismaon|マハポイズマオン|7 MP|40% chance to inflict Poison on All Enemies.

Lv2: +4% to chance to inflict status ailments.
Lv3: +7% to chance to inflict status ailments.
Lv4: +15% to chance to inflict status ailments.",Auto-Taraka|タルカオート|Passive|Casts Tarukaja at the beginning of the 1st turn.,Drain Ice|氷結吸収|Passive|Adds Ice Drain.,"Gigantomachia|ギガントマキア|8 MP|Inflicts Phys (Physical) damage with 160 power on All Enemies.

Lv2: +4% to damage.
Lv3: +7% to damage.
Lv4: +10% to damage.
Lv5: +13% to damage.",Deadly Poison|毒追撃|Passive|+30% damage to Poisoned enemies.,"Mazandyne|マハザンダイン|7 MP|Inflicts Force (Magic) damage with 120 power on All Enemies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.",Resist Force|衝撃耐性|Passive|Adds Force Resist.,Support,575,575,687,602
Surt,Tyrant,83,5,1112 (55/190),201 (21/190),147 (93/190),158 (55/190),92 (171/190),147 (61/190),-,Drain,Weak,-,-,-,-,"Berserker God|怪力乱神|6 MP|Inflicts Phys (Physical) damage with 160 power on a Single Enemy.

Lv2: +5% to damage.
Lv3: +8% to damage.
Lv4: +11% to damage.
Lv5: +14% to damage.
Lv6: +17% to damage.",Tetra Shift|テトラカシフト|Passive|Casts Tetrakarn at the beginning of a battle if the enemy attacks first.,"Ragnarok|ラグナロク|7 MP|Inflicts Fire (Magic) damage with 215 power on a Single Enemy. Adds 20% damage to this skill based on your Phys ATK status.

Lv2: +5% to damage.
Lv3: +10% to damage.
Lv4: +15% to damage.
Lv5: +20% to damage.
Lv6: +20% to damage. 100% chance of 2 MP recovery.",Intimidating Stance|威圧の構え|Passive|Reduces 1 enemy Press Turn at the beginning of a battle if the enemy attacks first. Only up to 2 Press Turn Icons can be reduced by skills or effects.,"Maragidyne|マハラギダイン|7 MP|Inflicts Fire (Magic) damage with 120 power on All Enemies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.","Lydia|リディア|4 MP|Casts Lydia on a Single Party Member, healing their HP at the beginning of their turn for 3 turns.",Fire Pierce|火炎貫通|Passive|Fire attacks bypass resistances,Null Ice|氷結無効|Passive|Adds Ice Null.,"Hellfire|地獄の業火|5 MP|Inflicts Fire (Magic) damage 2 to 4 times with 50 power on Random Enemy/ies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.",Magic Amp III|三段の賢魔|Passive|+15 to Magic.,Fire Boost|火炎ブースタ|Passive|+15% to Fire damage.,"Eat Whole|丸かじり|5 MP|Inflicts Phys (Physical) damage with 120 power on a Single Enemy, while healing caster 25% of damage dealt.

Lv2: +3% to damage.
Lv3: +5% to damage.
Lv4: +7% to damage.
Lv5: +9% to damage.
Lv6: +11% to damage.",Attack,752,604,638,577
